customer_id,order_size_variability,total_orders,total_sales,average_order_value,total_profit,average_profit_per_order,purchase_consistency,engagement_score,loyalty_status,shipping_mode_preference,promotion_response,churn_risk,recency,recency_score,frequency_score,monetary_score,rfm_score,segment,product_diversity,category_preference,first_purchase_date,last_purchase_date,customer_tenure,cross_buy_index,region_preference,customer_segment,state_preference,city_preference
BP-11290,182.60417776298502,7,2475.157,353.5938571428572,-319.0637,-45.580528571428566,78 days,0.4117647058823529,Regular,Standard Class,1.0,Low,12,4,3,3,433,Loyal Customers,2,Office Supplies,2014-10-03,2017-12-18,1172,8,Central,Consumer,Illinois,Columbus
BS-11365,2988.9039319311523,5,10501.653,2100.3306000000002,2616.0643999999998,523.2128799999999,97 days,0.29411764705882354,Regular,Standard Class,0.1111111111111111,High,558,1,1,4,114,Big Spenders,3,Furniture,2014-05-04,2016-06-20,778,7,East,Corporate,New Jersey,Lakewood
BS-11380,321.6796844299844,5,3887.834,777.5668,-17.532200000000024,-3.506440000000005,91 days,0.29411764705882354,Regular,Standard Class,0.9230769230769231,Low,28,4,1,4,414,Loyal Customers,3,Office Supplies,2014-11-29,2017-12-02,1099,10,West,Corporate,Colorado,Denver
BS-11590,376.6604157808168,6,2454.928,409.1546666666666,381.7807,63.63011666666667,156 days,0.35294117647058826,Regular,Standard Class,0.6,Low,35,3,2,3,323,Others,3,Office Supplies,2014-01-14,2017-11-25,1411,6,East,Corporate,Ohio,Columbus
BS-11665,404.7572403516593,3,3288.1099999999997,1096.0366666666666,238.73680000000002,79.57893333333334,70 days,0.17647058823529413,New,Standard Class,0.5454545454545454,High,582,1,1,3,113,Others,3,Furniture,2014-06-23,2016-05-27,704,6,West,Consumer,California,San Diego
BS-11755,227.49803237101048,7,2562.382,366.0545714285714,-113.29840000000003,-16.18548571428572,101 days,0.4117647058823529,Regular,Standard Class,0.5,Low,1,4,3,3,433,Loyal Customers,3,Office Supplies,2014-05-18,2017-12-29,1321,10,West,Consumer,Michigan,Detroit
BS-11800,167.79563909176628,2,949.4300000000001,474.71500000000003,194.0516,97.0258,80 days,0.11764705882352941,New,First Class,0.0,High,265,1,1,1,111,At Risk,1,Office Supplies,2015-09-26,2017-04-09,561,5,East,Home Office,New York,New York City
BT-11305,466.41269617165347,5,2567.656,513.5312,417.5918,83.51836,126 days,0.29411764705882354,Regular,Standard Class,0.2222222222222222,High,336,1,1,3,113,Others,3,Furniture,2014-04-25,2017-01-28,1009,6,West,Home Office,California,San Gabriel
BT-11395,341.2740415176474,6,2186.6130000000003,364.43550000000005,257.9163,42.98605,95 days,0.35294117647058826,Regular,Standard Class,0.5,High,302,1,2,2,122,Others,3,Office Supplies,2014-10-28,2017-03-03,857,8,West,Corporate,California,Los Angeles
BT-11440,121.06905638794196,4,603.876,150.969,-77.5256,-19.3814,124 days,0.23529411764705882,Regular,Standard Class,0.42857142857142855,High,560,1,1,1,111,At Risk,2,Furniture,2014-06-04,2016-06-18,745,5,East,Consumer,New York,New York City
BT-11485,188.41500960733816,2,415.19599999999997,207.59799999999998,126.8694,63.4347,37 days,0.11764705882352941,New,Standard Class,0.3333333333333333,High,659,1,1,1,111,At Risk,2,Office Supplies,2015-12-27,2016-03-11,75,3,East,Home Office,Maryland,Clinton
BT-11530,335.44951884127727,5,2684.4919999999997,536.8983999999999,409.4983,81.89966,136 days,0.29411764705882354,Regular,Second Class,0.4,Low,91,2,1,3,213,Others,3,Office Supplies,2014-05-21,2017-09-30,1228,7,West,Home Office,California,Los Angeles
BT-11680,247.9407145288864,7,3196.752,456.6788571428571,447.74839999999995,63.964057142857136,58 days,0.4117647058823529,Regular,Standard Class,0.3,Low,20,4,3,3,433,Loyal Customers,3,Office Supplies,2014-11-28,2017-12-10,1108,9,East,Consumer,Maryland,Clinton
BV-11245,174.59664873785238,5,1523.2730000000001,304.6546,315.2214,63.04428,52 days,0.29411764705882354,Regular,Standard Class,0.2857142857142857,High,334,1,1,2,112,Others,3,Office Supplies,2015-03-26,2017-01-30,676,7,Central,Corporate,Iowa,Des Moines
BW-11065,170.67740763596493,3,385.516,128.50533333333334,-58.28659999999999,-19.428866666666664,551 days,0.17647058823529413,New,Standard Class,0.6666666666666666,High,212,1,1,1,111,At Risk,2,Office Supplies,2014-05-25,2017-06-01,1103,3,East,Consumer,New York,New York City
BW-11110,729.7517749043365,8,4750.358,593.79475,921.2574,115.157175,55 days,0.47058823529411764,Regular,Standard Class,0.47058823529411764,Low,121,2,3,4,234,Big Spenders,3,Office Supplies,2015-03-20,2017-08-31,895,10,East,Corporate,New York,New York City
BW-11200,263.8075098990845,6,1738.406,289.7343333333333,246.9973,41.166216666666664,114 days,0.35294117647058826,Regular,Standard Class,0.5,High,203,1,2,2,122,Others,3,Office Supplies,2014-08-12,2017-06-10,1033,8,East,Consumer,New York,New York City
CA-11965,686.3158027488262,5,3767.0928,753.41856,1135.768,227.1536,191 days,0.29411764705882354,Regular,Second Class,0.625,Low,96,2,1,4,214,Big Spenders,3,Furniture,2014-01-26,2017-09-25,1338,6,Central,Corporate,Texas,Port Arthur
CA-12055,191.66200651215846,5,1679.7240000000002,335.94480000000004,211.2559,42.25118,49 days,0.29411764705882354,Regular,Standard Class,0.9,High,401,1,1,2,112,Others,3,Office Supplies,2015-09-05,2016-11-24,446,6,Central,Home Office,Texas,Houston
CA-12265,252.88198377765076,9,2648.2872,294.25413333333336,279.6183,31.068699999999996,82 days,0.5294117647058824,Regular,Standard Class,0.4117647058823529,Low,56,3,4,3,343,Potential Loyalists,3,Office Supplies,2014-03-25,2017-11-04,1320,9,South,Consumer,California,Chattanooga
CA-12310,157.74643611084446,4,1421.954,355.4885,246.02179999999998,61.505449999999996,124 days,0.23529411764705882,Regular,Standard Class,0.5454545454545454,Low,13,4,1,2,412,Loyal Customers,3,Office Supplies,2014-07-19,2017-12-17,1247,7,East,Corporate,Connecticut,Bristol
CA-12775,310.27708845883643,7,3041.566,434.50942857142854,204.48950000000002,29.21278571428572,72 days,0.4117647058823529,Regular,Second Class,0.5294117647058824,Low,120,2,3,3,233,Others,3,Office Supplies,2014-06-28,2017-09-01,1161,11,East,Consumer,Pennsylvania,Philadelphia
CB-12025,329.40701558806455,10,6076.139,607.6139000000001,150.2089,15.02089,53 days,0.5882352941176471,Regular,Standard Class,0.5769230769230769,Low,47,3,4,4,344,Potential Loyalists,3,Office Supplies,2014-03-21,2017-11-13,1333,12,East,Consumer,California,Los Angeles
CB-12415,404.46712176108576,8,1949.2,243.65,272.3883,34.0485375,69 days,0.47058823529411764,Regular,Standard Class,0.6666666666666666,Low,26,4,3,2,432,Loyal Customers,3,Office Supplies,2015-11-05,2017-12-04,760,8,East,Consumer,Illinois,Chicago
CB-12535,376.6386360211739,8,4246.4555,530.8069375,1049.5601,131.1950125,49 days,0.47058823529411764,Regular,Standard Class,0.2631578947368421,High,197,1,3,4,134,Big Spenders,3,Office Supplies,2015-01-02,2017-06-16,896,10,East,Corporate,California,Camarillo
CC-12100,185.23281893004068,6,1770.945,295.15749999999997,208.5912,34.7652,54 days,0.35294117647058826,Regular,Standard Class,0.6153846153846154,High,457,1,2,2,122,Others,3,Office Supplies,2014-12-16,2016-09-29,653,8,East,Home Office,California,Los Angeles
CC-12145,565.8641148771256,7,2471.65,353.09285714285716,392.2825,56.04035714285715,115 days,0.4117647058823529,Regular,Standard Class,0.36363636363636365,Low,106,2,3,3,233,Others,3,Office Supplies,2014-07-20,2017-09-15,1153,7,West,Consumer,California,San Diego
CC-12220,204.4257732361426,12,3913.418,326.1181666666667,393.9618,32.830149999999996,56 days,0.7058823529411765,VIP,Standard Class,0.45454545454545453,Low,20,4,4,4,444,Champions,3,Office Supplies,2014-09-09,2017-12-10,1188,10,West,Consumer,Washington,Seattle
CC-12370,2553.689645220243,5,12129.072000000002,2425.8144,2177.0493,435.40986000000004,54 days,0.29411764705882354,Regular,Standard Class,0.7272727272727273,Low,43,3,1,4,314,Big Spenders,3,Office Supplies,2016-05-23,2017-11-17,543,6,East,Consumer,Pennsylvania,Philadelphia
CC-12430,168.1435956836504,10,2870.05,287.005,424.6583,42.46583,47 days,0.5882352941176471,Regular,Standard Class,0.3157894736842105,Low,0,4,4,3,443,Loyal Customers,3,Office Supplies,2015-09-06,2017-12-30,846,10,East,Home Office,California,New York City
CC-12475,216.46220863484908,9,1659.438,184.382,154.851,17.205666666666666,107 days,0.5294117647058824,Regular,Standard Class,0.5384615384615384,Low,39,3,4,2,342,Potential Loyalists,3,Office Supplies,2014-05-16,2017-11-21,1285,8,East,Consumer,California,Houston
CC-12550,21.054428892753183,3,113.832,37.943999999999996,33.870599999999996,11.290199999999999,57 days,0.17647058823529413,New,Standard Class,0.75,Low,27,4,1,1,411,Loyal Customers,2,Office Supplies,2017-06-15,2017-12-03,171,3,West,Consumer,California,Los Angeles
CC-12610,349.3126346014478,7,2540.631,362.94728571428567,331.434,47.34771428571429,107 days,0.4117647058823529,Regular,First Class,0.75,Low,34,3,3,3,333,Others,3,Office Supplies,2014-08-27,2017-11-26,1187,9,South,Corporate,Colorado,Denver
CC-12670,249.91153624482527,7,2269.7015,324.24307142857145,187.8399,26.83427142857143,82 days,0.4117647058823529,Regular,Second Class,0.6428571428571429,Low,29,4,3,3,433,Loyal Customers,3,Office Supplies,2014-12-23,2017-12-01,1074,8,South,Consumer,Florida,Tampa
CC-12685,351.296102440263,4,2854.1150000000002,713.5287500000001,850.1591,212.539775,52 days,0.23529411764705882,Regular,Standard Class,0.5833333333333334,High,799,1,1,3,113,Others,2,Office Supplies,2014-03-22,2015-10-23,580,6,South,Consumer,Kentucky,Henderson
CD-11920,397.13617650470695,5,2033.968,406.7936,426.661,85.3322,167 days,0.29411764705882354,Regular,Standard Class,0.2222222222222222,Low,40,3,1,2,312,Others,3,Office Supplies,2014-03-24,2017-11-20,1337,7,East,Consumer,New York,New York City
CD-11980,122.64659985122566,3,639.766,213.2553333333333,-206.7172,-68.90573333333333,69 days,0.17647058823529413,New,Standard Class,0.8333333333333334,Low,54,3,1,1,311,Others,3,Office Supplies,2016-11-24,2017-11-06,347,5,Central,Consumer,Texas,Tyler
CD-12280,63.23477628403779,2,1205.584,602.792,233.0274,116.5137,1 days,0.11764705882352941,New,Second Class,0.38461538461538464,Low,42,3,1,2,312,Others,3,Office Supplies,2017-11-05,2017-11-18,13,9,East,Consumer,New York,New York City
CD-12790,254.940339955169,5,1860.732,372.14639999999997,403.8422,80.76844,73 days,0.29411764705882354,Regular,Standard Class,0.13333333333333333,High,399,1,1,2,112,Others,3,Office Supplies,2014-02-02,2016-11-26,1028,9,West,Home Office,California,Oklahoma City
CG-12040,148.3874047646153,6,904.4680000000001,150.7446666666667,86.5106,14.418433333333333,111 days,0.35294117647058826,Regular,Standard Class,0.6666666666666666,Low,49,3,2,1,321,Others,2,Office Supplies,2015-06-01,2017-11-11,894,6,East,Home Office,Pennsylvania,Philadelphia
CG-12520,299.181426910161,3,1148.7800000000002,382.92666666666673,169.93439999999998,56.6448,117 days,0.17647058823529413,New,Same Day,0.6,High,338,1,1,2,112,Others,2,Furniture,2015-10-15,2017-01-26,469,5,Central,Consumer,Texas,Dallas
CH-12070,509.44011653448206,3,1537.236,512.412,195.15109999999999,65.05036666666666,76 days,0.17647058823529413,New,Second Class,0.75,High,691,1,1,2,112,Others,2,Office Supplies,2015-06-25,2016-02-08,228,3,East,Home Office,Pennsylvania,Philadelphia
CJ-11875,0.0,1,16.52,16.52,1.652,1.652,,0.058823529411764705,New,First Class,1.0,High,365,1,1,1,111,At Risk,1,Office Supplies,2016-12-30,2016-12-30,0,1,East,Corporate,Pennsylvania,Philadelphia
CJ-12010,1036.1897481070835,8,11164.974,1395.62175,858.7414,107.342675,24 days,0.47058823529411764,Regular,Standard Class,0.7,High,189,1,3,4,134,Big Spenders,3,Furniture,2016-03-10,2017-06-24,471,12,East,Consumer,New York,New York City
CK-12205,195.33638926085106,13,3154.855,242.68115384615385,141.2831,10.86793076923077,43 days,0.7647058823529411,VIP,Standard Class,0.84375,Low,39,3,4,3,343,Potential Loyalists,3,Office Supplies,2014-03-11,2017-11-21,1351,13,East,Consumer,Texas,Columbus
CK-12325,385.393051081492,5,2945.321,589.0642,261.22090000000003,52.24418000000001,115 days,0.29411764705882354,Regular,Standard Class,0.5,Low,120,2,1,3,213,Others,3,Furniture,2014-03-14,2017-09-01,1267,8,East,Home Office,Ohio,Troy
CK-12595,129.45110278144924,11,2372.75,215.70454545454547,497.70980000000003,45.246345454545455,44 days,0.6470588235294118,VIP,First Class,0.44,Low,43,3,4,3,343,Potential Loyalists,3,Office Supplies,2014-12-26,2017-11-17,1057,10,East,Consumer,Arkansas,Little Rock
CK-12760,169.45204348686278,9,1582.109,175.78988888888887,-338.4311,-37.603455555555556,103 days,0.5294117647058824,Regular,Standard Class,0.35714285714285715,Low,82,2,4,2,242,Potential Loyalists,3,Office Supplies,2014-02-07,2017-10-09,1340,10,East,Corporate,New York,New York City
CL-11890,277.87230231751795,4,1262.0140000000001,315.50350000000003,328.0847,82.021175,191 days,0.23529411764705882,Regular,Second Class,0.2857142857142857,Low,106,2,1,2,212,Others,3,Office Supplies,2014-07-26,2017-09-15,1147,7,East,Consumer,Massachusetts,Everett
CL-12565,615.881480655222,12,10880.546,906.7121666666667,1933.7830999999999,161.14859166666665,41 days,0.7058823529411765,VIP,Standard Class,0.5714285714285714,High,284,1,4,4,144,Potential Loyalists,3,Office Supplies,2014-03-04,2017-03-21,1113,11,West,Consumer,California,Los Angeles
CL-12700,467.5052137187502,5,2353.586,470.71719999999993,229.00990000000002,45.80198,72 days,0.29411764705882354,Regular,Standard Class,0.625,Low,105,2,1,3,213,Others,3,Office Supplies,2016-04-24,2017-09-16,510,6,West,Home Office,Colorado,Colorado Springs
CM-11815,190.92389304222772,6,1673.888,278.98133333333334,214.463,35.743833333333335,112 days,0.35294117647058826,Regular,Second Class,0.6,Low,131,2,2,2,222,Others,3,Office Supplies,2014-11-14,2017-08-21,1011,7,West,Corporate,Washington,Seattle
CM-11935,207.56613802191663,2,565.392,282.696,-43.732400000000005,-21.866200000000003,40 days,0.11764705882352941,New,Standard Class,1.0,High,708,1,1,1,111,At Risk,3,Furniture,2015-09-24,2016-01-22,120,4,South,Consumer,North Carolina,Fayetteville
CM-12115,268.85064705856587,4,1661.6100000000001,415.40250000000003,409.0679,102.266975,166 days,0.23529411764705882,Regular,Second Class,0.14285714285714285,Low,8,4,1,2,412,Loyal Customers,3,Technology,2015-03-29,2017-12-22,999,5,East,Consumer,New York,New York City
CM-12160,732.7427834222137,6,2533.314,422.219,-394.3686,-65.7281,68 days,0.35294117647058826,Regular,Standard Class,0.7142857142857143,Low,26,4,2,3,423,Loyal Customers,3,Office Supplies,2016-10-21,2017-12-04,409,6,East,Consumer,Pennsylvania,Philadelphia
CM-12190,227.47060564054465,6,1475.144,245.85733333333334,91.2033,15.20055,137 days,0.35294117647058826,Regular,Same Day,0.2857142857142857,Low,8,4,2,2,422,Loyal Customers,3,Office Supplies,2015-09-18,2017-12-22,826,5,Central,Consumer,California,Rochester
CM-12235,503.2592862008892,5,2305.712,461.1424,365.0387,73.00774,31 days,0.29411764705882354,Regular,Second Class,0.375,High,385,1,1,3,113,Others,3,Office Supplies,2016-05-01,2016-12-10,223,6,South,Consumer,Arkansas,Little Rock
CM-12385,2016.1052935161892,4,8954.019999999999,2238.5049999999997,3899.8903999999998,974.9725999999999,109 days,0.23529411764705882,Regular,Standard Class,0.4,Low,37,3,1,4,314,Big Spenders,3,Office Supplies,2015-03-16,2017-11-23,983,6,South,Consumer,Georgia,Atlanta
CM-12445,18.30777616509201,3,287.99,95.99666666666667,64.4296,21.476533333333332,108 days,0.17647058823529413,New,Same Day,0.3333333333333333,High,436,1,1,1,111,At Risk,2,Office Supplies,2014-06-09,2016-10-20,864,7,West,Consumer,California,Redlands
CM-12655,815.9068177713259,6,6339.5576,1056.5929333333333,1572.4585,262.07641666666666,110 days,0.35294117647058826,Regular,Standard Class,0.3,Low,27,4,2,4,424,Loyal Customers,3,Technology,2015-03-19,2017-12-03,990,9,West,Home Office,California,Los Angeles
CM-12715,392.31924263796003,4,3984.4524,996.1131,176.3108,44.0777,29 days,0.23529411764705882,Regular,Standard Class,0.8461538461538461,High,1035,1,1,4,114,Big Spenders,3,Office Supplies,2014-03-07,2015-03-01,359,8,Central,Corporate,Texas,Huntsville
CP-12085,1090.611949193693,8,5402.254,675.28175,427.0258,53.378225,80 days,0.47058823529411764,Regular,Second Class,0.5,Low,82,2,3,4,234,Big Spenders,3,Office Supplies,2014-12-04,2017-10-09,1040,10,Central,Corporate,Missouri,Springfield
CP-12340,529.7404596260413,8,5888.275,736.034375,-1850.3029000000001,-231.28786250000002,87 days,0.47058823529411764,Regular,Standard Class,0.5333333333333333,Low,160,2,3,4,234,Big Spenders,3,Office Supplies,2014-03-17,2017-07-23,1224,7,East,Corporate,New York,New York City
CR-12580,651.731626197164,4,2148.852,537.213,74.40129999999999,18.600324999999998,112 days,0.23529411764705882,Regular,Standard Class,0.6666666666666666,Low,57,3,1,2,312,Others,3,Office Supplies,2016-04-18,2017-11-03,564,6,West,Home Office,California,Elmhurst
CR-12625,121.50877869520374,3,475.9,158.63333333333333,144.7594,48.25313333333333,279 days,0.17647058823529413,New,Standard Class,0.0,High,470,1,1,1,111,At Risk,2,Office Supplies,2014-06-01,2016-09-16,838,4,East,Home Office,New Jersey,Lakewood
CR-12730,346.6730993715357,4,1600.55,400.1375,306.9176,76.7294,230 days,0.23529411764705882,Regular,Standard Class,0.8333333333333334,Low,78,2,1,2,212,Others,2,Office Supplies,2014-08-20,2017-10-13,1150,5,East,Consumer,Ohio,Columbus
CR-12820,170.0493384953012,3,1397.8724,465.9574666666667,83.27029999999999,27.756766666666664,164 days,0.17647058823529413,New,Standard Class,0.5714285714285714,Low,85,2,1,2,212,Others,3,Office Supplies,2015-01-24,2017-10-06,986,6,Central,Home Office,New York,Houston
CS-11845,329.54519400954047,5,1278.954,255.7908,185.3776,37.07552,145 days,0.29411764705882354,Regular,First Class,0.625,Low,91,2,1,2,212,Others,3,Office Supplies,2014-12-14,2017-09-30,1021,5,West,Corporate,Washington,Seattle
CS-11860,178.00197529134067,6,537.632,89.60533333333332,105.8275,17.637916666666666,196 days,0.35294117647058826,Regular,Standard Class,0.7142857142857143,Low,162,2,2,1,221,Others,2,Office Supplies,2014-05-02,2017-07-21,1176,5,East,Consumer,New York,New York City
CS-11950,180.8669436322881,11,3036.547,276.0497272727273,-126.4223,-11.492936363636364,60 days,0.6470588235294118,VIP,Standard Class,0.6818181818181818,Low,25,4,4,3,443,Loyal Customers,3,Office Supplies,2014-06-08,2017-12-05,1276,10,East,Consumer,Pennsylvania,Philadelphia
CS-12130,112.88648875076322,4,884.64,221.16,143.8339,35.958475,125 days,0.23529411764705882,Regular,Standard Class,0.5714285714285714,High,489,1,1,1,111,At Risk,3,Office Supplies,2014-08-05,2016-08-28,754,4,West,Consumer,California,Los Angeles
CS-12175,116.28241747910866,5,844.4580000000001,168.8916,113.1405,22.6281,143 days,0.29411764705882354,Regular,Standard Class,0.5,High,232,1,1,1,111,At Risk,2,Office Supplies,2014-08-12,2017-05-12,1004,6,West,Corporate,California,San Francisco
CS-12250,166.07514266912864,12,2754.216,229.518,738.3626,61.53021666666667,52 days,0.7058823529411765,VIP,Standard Class,0.2857142857142857,Low,26,4,4,3,443,Loyal Customers,3,Office Supplies,2014-01-13,2017-12-04,1421,9,West,Corporate,California,San Diego
